id	time	type
8ff090f5-895c-4de5-b6cc-0f0cd198c4a1	1492089287039	DagScheduler(BeginEvent(ResultTask(0, 39),org.apache.spark.scheduler.TaskInfo@503026))
8ff090f5-895c-4de5-b6cc-0f0cd198c4a1	1492089287040	DagScheduler(CompletionEvent(ResultTask(0, 22),Success,Some(78400),ArrayBuffer(LongAccumulator(id: 0, name: Some(internal.metrics.executorDeserializeTime), value: 834), LongAccumulator(id: 1, name: Some(internal.metrics.executorDeserializeCpuTime), value: 15116309), LongAccumulator(id: 2, name: Some(internal.metrics.executorRunTime), value: 514), LongAccumulator(id: 3, name: Some(internal.metrics.executorCpuTime), value: 480100962), LongAccumulator(id: 4, name: Some(internal.metrics.resultSize), value: 1114), LongAccumulator(id: 5, name: Some(internal.metrics.jvmGCTime), value: 56)),org.apache.spark.scheduler.TaskInfo@211bf0aa))
8ff090f5-895c-4de5-b6cc-0f0cd198c4a1	1492089287047	DagScheduler(BeginEvent(ResultTask(0, 40),org.apache.spark.scheduler.TaskInfo@271a181c))
8ff090f5-895c-4de5-b6cc-0f0cd198c4a1	1492089287049	DagScheduler(CompletionEvent(ResultTask(0, 15),Success,Some(78358),ArrayBuffer(LongAccumulator(id: 0, name: Some(internal.metrics.executorDeserializeTime), value: 850), LongAccumulator(id: 1, name: Some(internal.metrics.executorDeserializeCpuTime), value: 23759237), LongAccumulator(id: 2, name: Some(internal.metrics.executorRunTime), value: 540), LongAccumulator(id: 3, name: Some(internal.metrics.executorCpuTime), value: 483256363), LongAccumulator(id: 4, name: Some(internal.metrics.resultSize), value: 1201), LongAccumulator(id: 5, name: Some(internal.metrics.jvmGCTime), value: 41), LongAccumulator(id: 6, name: Some(internal.metrics.resultSerializationTime), value: 1)),org.apache.spark.scheduler.TaskInfo@401b6d31))
8ff090f5-895c-4de5-b6cc-0f0cd198c4a1	1492089287065	DagScheduler(BeginEvent(ResultTask(0, 41),org.apache.spark.scheduler.TaskInfo@4ff1167a))
8ff090f5-895c-4de5-b6cc-0f0cd198c4a1	1492089287065	DagScheduler(CompletionEvent(ResultTask(0, 18),Success,Some(78564),ArrayBuffer(LongAccumulator(id: 0, name: Some(internal.metrics.executorDeserializeTime), value: 842), LongAccumulator(id: 1, name: Some(internal.metrics.executorDeserializeCpuTime), value: 19406565), LongAccumulator(id: 2, name: Some(internal.metrics.executorRunTime), value: 564), LongAccumulator(id: 3, name: Some(internal.metrics.executorCpuTime), value: 508220547), LongAccumulator(id: 4, name: Some(internal.metrics.resultSize), value: 1114), LongAccumulator(id: 5, name: Some(internal.metrics.jvmGCTime), value: 41)),org.apache.spark.scheduler.TaskInfo@5fbd87d1))
8ff090f5-895c-4de5-b6cc-0f0cd198c4a1	1492089287073	DagScheduler(BeginEvent(ResultTask(0, 42),org.apache.spark.scheduler.TaskInfo@194631ac))
8ff090f5-895c-4de5-b6cc-0f0cd198c4a1	1492089287073	DagScheduler(CompletionEvent(ResultTask(0, 10),Success,Some(78437),ArrayBuffer(LongAccumulator(id: 0, name: Some(internal.metrics.executorDeserializeTime), value: 846), LongAccumulator(id: 1, name: Some(internal.metrics.executorDeserializeCpuTime), value: 24876717), LongAccumulator(id: 2, name: Some(internal.metrics.executorRunTime), value: 560), LongAccumulator(id: 3, name: Some(internal.metrics.executorCpuTime), value: 480367357), LongAccumulator(id: 4, name: Some(internal.metrics.resultSize), value: 1114), LongAccumulator(id: 5, name: Some(internal.metrics.jvmGCTime), value: 56)),org.apache.spark.scheduler.TaskInfo@2200cf90))
8ff090f5-895c-4de5-b6cc-0f0cd198c4a1	1492089287149	DagScheduler(BeginEvent(ResultTask(0, 43),org.apache.spark.scheduler.TaskInfo@1816f3a2))
8ff090f5-895c-4de5-b6cc-0f0cd198c4a1	1492089287149	DagScheduler(CompletionEvent(ResultTask(0, 32),Success,Some(78580),ArrayBuffer(LongAccumulator(id: 0, name: Some(internal.metrics.executorDeserializeTime), value: 3), LongAccumulator(id: 1, name: Some(internal.metrics.executorDeserializeCpuTime), value: 2717861), LongAccumulator(id: 2, name: Some(internal.metrics.executorRunTime), value: 244), LongAccumulator(id: 3, name: Some(internal.metrics.executorCpuTime), value: 216230779), LongAccumulator(id: 4, name: Some(internal.metrics.resultSize), value: 1041)),org.apache.spark.scheduler.TaskInfo@13ab3103))
